,BB textfield,Seat tube length,Stack,Head tube upper extension2,Seat angle,CS textfield,FCD textfield,Seat tube extension2,Head tube lower extension2,Head angle,Saddle height,ERD rear,Wheel width rear,Dropout spacing,SPOKES composite front,SPOKES front,Wheel diameter front,SAME_SIZED_FRONT_AND_REAR,BSD front,Wheel diameter rear,SPOKES rear,Wheel width front,SPOKES composite rear,ERD front,BSD rear,SBLADEW front,SBLADEW rear,FORK0R,FORK0L,Saddle P,Saddle thickness,Saddle angle,Saddle J,Saddle H,Saddle E,SADDLETIPtoMIDDLE,Saddle length,Seatpost setback,Seatpost LENGTH,Lower stack height,Upper stack height,Headset spacers,Stem angle,CLAMPOFFSET,StemX,StemY,StemG,Collar height,Stem length,AEROF,Hand horizontal,Pad vertical,Display AEROBARS,Hand vertical,HBARRISE,MtnBar angle,Mountain bar sweep,MTNDROP,HBARTHETA,Mountain bar rise,Handlebar angle,Bullhorn reach,BULLTHETA,Road bar reach,BULLRADIUS2,Road bar drop,Brake lever position,Bullhorn drop,Bullhorn rise,Bullhorn angle,HBAREXTEND,HBARRAD1,HBARRAD2,Down tube front diameter,Down tube rear dia2,Down tube front dia2,Down tube rear diameter,Seat tube leading edge textfield,BB length,Seat tube chord length textfield,Top tube rear diameter,Down tube leading edge,Head tube diameter,DOWNTUBE Wheel cut,Wheel cut,Down tube aero diameter,Top tube rear dia2,Top tube front dia2,BB diameter,Head tube chord,Seat tube diameter,OFFSET_AT_BB st,Top tube front diameter,Head tube d,Head tube B,Head tube E,Head tube D,OFFSET_AT_BB dt,CHAINSTAYOFFSET,CHAINSTAYAUXrearDIAMETER,Chain stay horizontal diameter,Chain stay position on BB,Chain stay taper,Chain stay back diameter,Chain stay vertical diameter,CHAINSTAYbrdgdia1,CHAINSTAYbrdgshift,CHAINSTAYbrdgCheck,Seat stay junction0,Seat stay bottom diameter,SEATSTAY_HF,SSTopZOFFSET,SEATSTAY_HR,SEATSTAYTAPERLENGTH,SEATSTAYbrdgdia1,SEATSTAYbrdgoffset,bottle SEATTUBE0 WBX,bottle SEATTUBE0 WBY,bottle SEATTUBE0 CAGE,bottle DOWNTUBE0 X,bottle DOWNTUBE0 CAGE,bottle DOWNTUBE0 WBY,bottle DOWNTUBE0 WBX,bottle SEATTUBE0 X,Front Fender clearance,Front fender end angle,Front Fender include,Rear Fender include,Rear fender end angle,Fender clearance,Rear fender start angle,Front fender start angle,FDDIST,SPIDER_DIAMETER,Crank length,Number of cogs,Crank Q factor,PEDAL_LENGTH,Teeth on cog 2,Teeth on cog 3,Teeth on cog 4,Teeth on cog 5,Teeth on cog 6,Teeth on cog 7,Teeth on cog 8,Teeth on cog 9,Pedal width,Teeth on cog 10,Number of chainrings,Teeth on chainring 0,Teeth on chainring 1,Teeth on chainring 2,CassZ,CassT,CassA,Teeth on cog 11,Display RACK,Dropout spacing style,RIM_STYLE front,RIM_STYLE rear,Fork type,HEADSETprofile,Stem kind,Aerobar style,Brake lever brand,Handlebar style,TRACK_ERGO,Head tube type,Seat tube type,Top tube type,bottle SEATTUBE0 show,bottle DOWNTUBE0 show,BELTorCHAIN,MOUNT_TYPE,BRAZEonFDTYPE,DIRECTMOUNTFDTYPE,CLAMPFDTYPE,spc type
943,42.0,556.1,565.6,40.1,76.0,389.96,522.1,16.1,51.4,76.0,718.0,582.0,23.0,130.0,1,7,674.0,True,622.0,674.0,7,23.0,1,582.0,622.0,80.0,80.0,30.0,350.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300,13.7,24.8,10.0,-5.0,0.0,100,145.0,16.0,40.0,100.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,0,14.0,15.0,206,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,8,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,1,53,39,24,8.0,1.6,3.95,0,False,2,SPOKED,SPOKED,0,0,0,0,CAMPAGNOLO,0,0,1,2,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
944,0.0,313.9,565.6,27.6,74.0,393.55,615.0,33.9,50.7,72.5,440.0,582.0,23.0,130.0,1,7,674.0,True,622.0,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,10.0,52.0,15.0,50.0,30.0,34.0,148.0,238.0,21.0,100,13.7,24.8,10.0,-5.0,0.0,100,145.0,16.0,40.0,30.0,30,170,20.0,False,30,0.0,12.0,16.4,-10.0,68.0,80.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,29.0,29.0,18.0,300.0,False,45.0,24.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,0,14.0,15.0,188,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,90.0,172.5,0,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,0,26,39,24,8.0,1.6,3.95,0,False,2,SPOKED,SPOKED,1,0,0,0,CAMPAGNOLO,1,0,1,2,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
945,30.0,592.0,565.6,29.4,75.5,480.0,629.3,56.0,89.9,76.5,718.0,582.0,23.0,130.0,1,2,724.0,True,640.0,724.0,2,23.0,1,582.0,640.0,80.0,80.0,45.0,375.0,10.0,52.0,-1.90833280887811e-14,50.0,30.0,34.0,148.0,278.0,21.0,474,13.7,24.8,10.0,-5.0,0.0,100,145.0,16.0,40.0,100.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,14.99999999999998,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,29.1,68.0,60.0,37.8,29.1,25.0,0,682.0,44.9,37.8,25.4,40.0,50,31.8,10.0,25.4,36.0,30.0,8.0,45.0,10.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,75.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,202.0,0,14.0,15.0,190,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,8,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,1,53,39,24,8.0,1.6,3.95,0,False,2,SPOKED,SPOKED,0,0,0,0,CAMPAGNOLO,0,0,0,0,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
946,5.115907697472721e-13,305.0,565.6,26.4,73.5,383.08,605.0,35.0,51.0,73.0,380.0,582.0,23.0,130.0,1,7,674.0,True,622.0,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,10.0,52.0,18.999999999999936,50.0,30.0,34.0,148.0,248.0,21.0,300,13.7,24.8,10.0,0.0,0.0,100,145.0,16.0,40.0,40.0,30,170,20.0,False,30,0.0,14.0,16.4,-10.0,68.0,80.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,32.0,32.7,18.0,300.0,False,45.0,25.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,0,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,101.0,172.5,0,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,0,33,39,24,8.0,1.6,3.95,0,False,2,SPOKED,SPOKED,1,0,0,0,CAMPAGNOLO,1,0,2,2,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
947,60.0,555.0,565.6,25.0,74.0,392.5,551.1,25.0,35.0,74.5,673.0,582.0,23.0,120.0,1,7,674.0,False,622.0,674.0,7,23.0,1,582.0,622.0,80.0,80.0,33.0,365.0,-10.0,55.0,1.3803607317551674e-12,40.0,30.0,28.0,165.0,298.0,0.0,300,13.7,24.8,15.0,-20.0,0.0,100,145.0,16.0,25.4,90.0,30,170,20.0,False,30,0.0,10.0,16.4,-0.0,68.0,10.0,7.0,150,40,109.0,30,173.0,0,10.0,50.0,0.0,29.0,60.0,40.0,32.0,36.0,32.0,36.0,19.1,68.0,60.0,25.4,19.1,33.0,0,692.0,54.9,25.4,25.4,38.1,60,28.6,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,12.5,23.0,14.0,150.0,15.0,30.0,18.0,300.0,False,30.0,15.9,17.0,25.0,15.5,300,16.0,0,15,14.0,1,210.0,1,14.0,15.0,200,10.0,190.0,True,True,148.0,10.0,-8.0,90.0,146,148.0,165.0,0,140.0,85.0,13,15,17,19,21,23,25,27,60.0,30,0,46,32,22,8.0,1.6,3.95,0,False,3,SPOKED,SPOKED,0,0,0,1,CAMPAGNOLO,0,1,1,1,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
948,68.0,580.0,565.6,35.9,73.5,425.0,607.0,48.1,49.3,72.0,767.0,582.0,23.0,130.0,1,7,674.0,True,622.0,674.0,7,23.0,1,582.0,622.0,80.0,80.0,47.0,395.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,0.0,300,13.7,24.8,10.0,-5.0,0.0,100,145.0,16.0,40.0,100.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,0,200.0,0,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,8,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,1,53,39,24,8.0,1.6,3.95,0,False,2,SPOKED,SPOKED,0,0,0,0,CAMPAGNOLO,0,0,1,2,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
949,70.0,515.4,565.6,27.5,74.0,405.04,585.0,49.4,53.3,79.5,718.0,582.0,23.0,120.0,1,7,674.0,True,622.0,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300,13.7,24.8,10.0,-5.0,0.0,100,145.0,16.0,40.0,100.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150,40,87.0,110,139.0,55,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,0,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,10,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,1,53,39,24,8.0,1.6,3.95,0,False,3,TRISPOKE,TRISPOKE,0,1,0,1,SHIMANO,2,0,2,2,1,False,True,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
950,15.000000000000028,550.0,565.6,30.2,73.0,274.16,570.0,70.0,40.4,73.0,718.0,383.0,23.0,130.0,1,5,463.0,True,413.0,463.0,5,23.0,1,383.0,413.0,80.0,80.0,20.0,270.0,10.0,52.0,-1.5902773407317584e-14,50.0,30.0,34.0,148.0,278.0,21.0,300,0.0,24.8,10.0,-5.0,0.0,100,145.0,16.0,40.0,100.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,14.999999999999986,150,40,87.0,110,139.0,31,10.0,50.0,0.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,200.0,12.5,17.0,9.0,13.0,150,16.0,0,15,14.0,1,200.0,0,14.0,15.0,180,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,165.0,9,140.0,81.0,13,14,15,17,19,21,23,25,89.0,25,1,53,42,36,8.0,1.6,3.95,0,False,2,SPOKED,SPOKED,0,3,0,0,CAMPAGNOLO,2,0,1,1,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
951,60.0,600.2,565.6,30.1,72.0,360.0,531.9,40.2,40.6,74.0,700.0,519.0,63.5,135.0,1,7,670.0,True,559.0,670.0,7,63.5,1,519.0,559.0,80.0,80.0,15.0,380.0,10.0,52.0,1.0,50.0,30.0,34.0,148.0,278.0,22.0,300,10.0,10.0,15.0,3.0,0.0,100,145.0,16.0,30.0,45.0,30,170,20.0,False,30,0.0,-10.0,26.4,-0.0,68.0,70.0,5.0,150,40,87.0,30,139.0,55,10.0,50.0,8.0,29.0,60.0,40.0,32.0,36.0,32.0,36.0,19.1,68.0,60.0,28.6,19.1,31.7,0,692.0,54.9,28.6,25.4,38.1,60,28.6,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,12.5,22.2,15.0,300.0,19.5,25.2,18.0,300.0,False,200.0,13.0,14.0,10.6,10.5,300,16.0,0,15,14.0,1,188.0,1,14.0,15.0,208,10.0,190.0,True,True,148.0,10.0,-8.0,90.0,146,104.0,170.0,0,140.0,120.0,16,18,19,21,23,25,26,23,50.0,25,0,27,39,24,8.0,1.6,3.95,0,False,1,SPOKED,SPOKED,0,0,0,1,SHIMANO,1,1,1,1,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
952,68.0,595.0,565.6,37.7,73.5,425.0,600.0,47.2,48.3,72.0,767.0,582.0,23.0,130.0,1,7,674.0,True,622.0,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,0.0,300,13.7,24.8,10.0,-5.0,0.0,100,145.0,16.0,40.0,100.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,0,200.0,0,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,8,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,1,53,39,24,8.0,1.6,3.95,0,False,2,SPOKED,SPOKED,0,0,0,0,CAMPAGNOLO,0,0,1,2,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
953,0.0,610.0,565.6,49.2,75.0,276.83,585.0,85.0,43.8,76.0,718.0,383.0,23.0,120.0,1,5,453.0,False,403.0,453.0,7,23.0,1,383.0,403.0,80.0,80.0,30.0,300.0,10.0,52.0,-5.0,50.0,30.0,34.0,148.0,278.0,21.0,300,13.7,24.8,10.0,-15.0,0.0,100,145.0,16.0,40.0,110.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,5.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,50.0,25.4,19.1,45.0,0,500.0,40.0,25.4,31.8,40.0,60,31.8,0.0,31.8,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,250.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,0,14.0,15.0,180,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,0,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,0,56,39,24,8.0,1.6,3.95,0,False,3,SPOKED,DISC,0,0,0,0,CAMPAGNOLO,0,1,0,0,1,False,True,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
954,70.0,515.0,565.6,34.0,74.0,405.0,585.0,49.0,49.9,73.0,718.0,582.0,23.0,130.0,1,7,674.0,True,622.0,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300,13.7,24.8,10.0,-6.0,0.0,100,145.0,16.0,40.0,110.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,0,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,8,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,1,53,39,24,8.0,1.6,3.95,0,False,2,SPOKED,SPOKED,0,0,0,0,CAMPAGNOLO,0,0,1,2,0,False,True,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
955,25.0,305.3,565.6,31.7,74.5,408.0,650.4,55.3,47.1,69.5,387.0,600.0,40.0,135.0,1,8,675.0,False,622.0,680.0,8,40.0,1,600.0,622.0,80.0,80.0,45.0,375.0,10.0,52.0,15.0,50.0,30.0,34.0,148.0,278.0,0.0,200,13.7,24.8,10.0,0.0,0.0,100,145.0,16.0,40.0,40.0,30,170,20.0,False,30,0.0,20.0,16.4,-10.0,68.0,20.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,40.0,34.9,40.0,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,40.0,40.0,60,31.8,0.0,40.0,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,60.0,20.0,17.0,9.0,15.0,200,16.0,0,15,14.0,1,200.0,0,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,0,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,0,25,39,24,8.0,1.6,3.95,0,False,1,SPOKED,SPOKED,1,0,0,0,CAMPAGNOLO,1,0,2,1,1,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
956,49.95442249459399,519.9,565.6,38.0,70.52376360931217,440.0,664.7,39.9,49.3,69.52376360931217,807.0,606.0,23.0,135.0,1,8,710.0,True,630.0,710.0,8,23.0,1,606.0,630.0,80.0,80.0,72.0,375.0,10.0,52.0,-0.0237636093129231,50.0,30.0,30.0,160.0,278.0,0.0,300,0.0,24.8,10.0,15.0,0.0,100,145.0,16.0,40.0,110.0,30,170,20.0,False,30,0.0,0.0,20.0,20.0,68.0,20.0,16.976236390686985,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,42.0,31.8,42.0,31.8,19.1,72.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,42.0,40.0,60,31.8,0.0,42.0,36.0,30.0,8.0,45.0,0.0,0.0,20.0,30.0,15.0,200.0,20.0,30.0,18.0,300.0,False,60.0,16.0,23.0,12.0,16.0,340,16.0,0,15,12.6,1,200.0,0,14.0,15.0,178,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,86.0,172.5,8,145.0,81.0,15,18,21,24,27,30,34,23,110.0,25,2,44,32,22,8.0,1.6,3.95,0,False,1,SPOKED,SPOKED,1,2,0,0,CAMPAGNOLO,1,0,1,1,1,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
957,70.0,519.0,565.6,38.4,74.0,405.0,585.0,53.0,51.1,73.0,718.0,582.0,23.0,130.0,1,5,674.0,True,622.0,674.0,5,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300,13.7,24.8,10.0,-5.0,0.0,100,145.0,16.0,40.0,100.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,40.0,19.1,45.0,0,692.0,54.9,40.0,25.4,45.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,0,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,8,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,1,53,39,24,8.0,1.6,3.95,0,False,2,SPOKED,SPOKED,0,0,0,0,SHIMANO,0,0,1,1,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
958,67.0,482.0,565.6,34.3,73.0,450.0,622.6,49.3,48.1,70.0,718.0,582.0,37.0,135.0,1,7,674.0,True,622.0,674.0,7,37.0,1,582.0,622.0,80.0,80.0,45.0,410.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300,13.7,24.8,10.0,-5.0,0.0,100,145.0,16.0,40.0,100.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,0,14.0,15.0,186,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,8,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,1,53,39,24,8.0,1.6,3.95,0,False,1,SPOKED,SPOKED,0,0,0,0,CAMPAGNOLO,1,0,1,2,0,False,True,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
959,5.0,400.0,565.6,30.0,74.0,410.0,644.8,40.0,45.9,74.0,460.0,582.0,55.8,110.0,1,7,736.0,True,622.0,736.0,7,55.8,1,582.0,622.0,80.0,80.0,45.0,403.0,10.0,20.0,15.0,50.0,30.0,36.0,110.0,240.0,0.0,100,13.7,24.8,10.0,-5.0,0.0,100,145.0,16.0,20.0,50.0,30,170,20.0,False,30,0.0,10.0,30.0,20.0,68.0,65.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,43.0,43.0,43.0,43.0,19.1,68.0,60.0,40.0,19.1,45.0,0,692.0,54.9,40.0,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,0,14.0,15.0,188,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,175.0,0,140.0,81.0,14,15,17,18,19,21,23,23,105.0,25,0,33,39,24,8.0,1.6,3.95,0,False,0,SPOKED,SPOKED,1,2,0,0,CAMPAGNOLO,1,0,1,2,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
960,70.0,547.8,565.6,24.4,73.0,425.0,619.5,14.8,30.1,72.0,810.0,600.0,23.0,130.0,1,7,684.0,True,622.0,684.0,7,23.0,1,600.0,622.0,80.0,80.0,45.0,370.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300,14.0,27.0,35.0,0.0,0.0,100,145.0,16.0,50.0,130.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,28.6,19.1,36.0,0,692.0,54.9,28.6,25.4,40.0,60,28.6,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,1,14.0,15.0,184,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,175.0,8,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,1,48,34,24,8.0,1.6,3.95,0,False,2,SPOKED,SPOKED,0,0,0,0,CAMPAGNOLO,0,0,1,1,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
961,-7.0,296.3,565.6,21.7,78.0,345.0,556.0,46.3,54.3,73.5,310.0,480.0,23.0,130.0,1,7,584.0,True,482.0,584.0,7,23.0,1,480.0,482.0,80.0,80.0,45.0,375.0,10.0,32.0,30.0,35.0,25.0,34.0,115.0,200.0,21.0,300,5.0,15.0,0.0,5.0,0.0,100,145.0,16.0,24.0,22.0,30,170,20.0,False,30,0.0,15.0,8.0,2.0,68.0,50.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,42.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,20.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,22.0,25.0,18.0,300.0,False,50.0,20.0,17.0,15.0,13.0,200,16.0,0,15,14.0,1,200.0,0,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,0.0,180.0,0,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,0,22,39,24,8.0,1.6,3.95,0,False,2,SPOKED,SPOKED,1,2,0,0,CAMPAGNOLO,1,0,1,1,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
